interest_expense,date,total_assets,state,bank_id,gross_loans,interest_income,net_loans,charge_offs,total_deposits,id,net_interest_margin,charge_off_rate
107.0,2010-06-30,20487,ILLINOIS,10803,10567,435.0,10355,59.093762483593,17523,10803_20100630,0.016,0.0056
540.0,2010-06-30,94601,ILLINOIS,10804,42389,2411.0,41636,58.911920764060845,70675,10804_20100630,0.0198,0.0014
431.0,2010-06-30,57612,ILLINOIS,10805,27677,1295.0,26775,51.56574994222325,51924,10805_20100630,0.015,0.0019
186.0,2010-06-30,32871,ILLINOIS,10809,12609,693.0,12374,42.93695131683958,28819,10809_20100630,0.0154,0.0034
3121.0,2010-06-30,517249,MISSOURI,1080,346465,12793.0,337810,76.75825274485567,440096,1080_20100630,0.0187,0.0002
98.0,2010-06-30,21812,ILLINOIS,10810,2727,408.0,2661,14.925121992259802,17829,10810_20100630,0.0142,0.0055
106.0,2010-06-30,14099,ILLINOIS,10816,10700,431.0,10567,83.00212080747781,12731,10816_20100630,0.0231,0.0078
31606.0,2010-06-30,5374091,MISSOURI,1081,3002571,93876.0,2947071,67.90550325475425,4339959,1081_20100630,0.0116,0.0
283.0,2010-06-30,39134,ILLINOIS,10820,25728,948.0,25595,75.87525568434471,33733,10820_20100630,0.017,0.0029
463.0,2010-06-30,69228,ILLINOIS,10821,36297,1657.0,35775,60.425639726374456,59205,10821_20100630,0.0172,0.0017
1067.0,2010-06-30,146627,ILLINOIS,10825,72243,3111.0,71423,58.669437644778135,121738,10825_20100630,0.0139,0.0008
1135.0,2010-06-30,180654,ILLINOIS,10828,124944,4191.0,122403,80.66892938346459,151735,10828_20100630,0.0169,0.0006
1088.0,2010-06-30,169030,ILLINOIS,10829,96539,4089.0,95464,63.302521119849345,150806,10829_20100630,0.0178,0.0007
783.0,2010-06-30,178202,ILLINOIS,10831,101302,4018.0,99534,64.6215573994001,154026,10831_20100630,0.0182,0.0006
110.0,2010-06-30,19028,ILLINOIS,10840,12423,458.0,12293,71.80490654205607,17120,10840_20100630,0.0183,0.0058
263.0,2010-06-30,46324,ILLINOIS,10843,37161,1131.0,36719,91.56629510486023,40101,10843_20100630,0.0187,0.0025
561.0,2010-06-30,135334,ILLINOIS,10844,60372,3129.0,59482,53.67055256794312,110828,10844_20100630,0.019,0.0009
484.0,2010-06-30,76846,ILLINOIS,10845,46574,1663.0,46043,70.41075360900416,65392,10845_20100630,0.0153,0.0015
992.0,2010-06-30,170726,ILLINOIS,10849,106609,4247.0,105595,75.23958815775411,140345,10849_20100630,0.0191,0.0007
802.0,2010-06-30,125448,ILLINOIS,10853,75636,2760.0,74841,69.694740371005,107384,10853_20100630,0.0156,0.0009
215.0,2010-06-30,60087,ILLINOIS,10855,42526,1506.0,42077,83.13312522227052,50614,10855_20100630,0.0215,0.002
311.0,2010-06-30,49133,ILLINOIS,10856,32246,1074.0,31680,73.72757103958668,42969,10856_20100630,0.0155,0.0023
482.0,2010-06-30,49286,ILLINOIS,10857,19553,1040.0,19393,47.84968787781588,40529,10857_20100630,0.0113,0.0024
305.0,2010-06-30,64969,ILLINOIS,10858,34631,1130.0,34167,63.02246652156269,54214,10858_20100630,0.0127,0.0018
479.0,2010-06-30,83620,ILLINOIS,10860,52635,2067.0,51538,72.83287640258897,70762,10860_20100630,0.019,0.0014
1191.0,2010-06-30,150080,ILLINOIS,10868,100162,3998.0,98987,73.22390223695112,135184,10868_20100630,0.0187,0.0007
2658.0,2010-06-30,339955,MISSOURI,1086,255358,7883.0,243361,87.63512880899394,277698,1086_20100630,0.0154,0.0003
349.0,2010-06-30,51761,ILLINOIS,10871,42733,1584.0,41983,94.20198801804025,44567,10871_20100630,0.0239,0.0022
100.0,2010-06-30,16206,ILLINOIS,10872,9370,342.0,9240,63.26167328495139,14606,10872_20100630,0.0149,0.0068
39.0,2010-06-30,13249,ILLINOIS,10874,5099,197.0,4970,43.62710674157304,11392,10874_20100630,0.0119,0.0086
306.0,2010-06-30,43912,ILLINOIS,10878,24988,1051.0,24821,66.52461740505481,37311,10878_20100630,0.017,0.0027
952.0,2010-06-30,137096,ILLINOIS,10879,72722,3276.0,71602,64.16409778478744,111592,10879_20100630,0.017,0.0009
294.0,2010-06-30,47747,ILLINOIS,10883,27289,1036.0,27094,68.50222491909385,39552,10883_20100630,0.0155,0.0025
92.0,2010-06-30,14839,ILLINOIS,10885,10702,393.0,10502,79.0575127973502,13284,10885_20100630,0.0203,0.0074
1140.0,2010-06-30,169563,ILLINOIS,10886,98491,5408.0,97445,68.73117642494904,141777,10886_20100630,0.0252,0.0007
3456.0,2010-06-30,393106,ILLINOIS,10887,327066,9757.0,324644,96.07296531070035,337914,10887_20100630,0.016,0.0003
151.0,2010-06-30,17208,IOWA,10896,12243,438.0,12155,79.01579665864917,15383,10896_20100630,0.0167,0.0065
249.0,2010-06-30,39659,IOWA,10898,31576,1054.0,30741,84.11590871778033,36546,10898_20100630,0.0203,0.0027
1231.0,2010-06-30,137562,IOWA,10903,79845,3385.0,77184,80.10378288620207,96355,10903_20100630,0.0157,0.001
259.0,2010-06-30,66648,KANSAS,10906,35147,1283.0,34301,57.94283590661846,59198,10906_20100630,0.0154,0.0016
1039.0,2010-06-30,148922,KANSAS,10907,105758,3544.0,104198,94.2354303078537,110572,10907_20100630,0.0168,0.0009
302.0,2010-06-30,52287,KANSAS,10908,31671,1694.0,31084,73.44122858830478,42325,10908_20100630,0.0266,0.0023
1168.0,2010-06-30,180173,MICHIGAN,1090,106146,4370.0,103634,72.88468165610561,142189,1090_20100630,0.0178,0.0007
209.0,2010-06-30,134635,KANSAS,10916,95214,2370.0,91521,83.98425312459852,108974,10916_20100630,0.0161,0.0009
1093.0,2010-06-30,176661,KANSAS,10918,113629,4589.0,110861,88.6625558834585,125037,10918_20100630,0.0198,0.0008
412.0,2010-06-30,60322,KANSAS,10919,30720,1502.0,30296,58.6870193518393,51623,10919_20100630,0.0181,0.0019
295.0,2010-06-30,48061,MICHIGAN,1091,22368,1292.0,21719,59.831955922865006,36300,1091_20100630,0.0207,0.0027
355.0,2010-06-30,155114,KANSAS,10920,51369,3043.0,50515,39.18260653728611,128922,10920_20100630,0.0173,0.0008
1008.0,2010-06-30,100060,KANSAS,10925,73158,2607.0,69655,85.43166570591049,81533,10925_20100630,0.016,0.0012
934.0,2010-06-30,133768,MICHIGAN,10928,79014,2978.0,77867,67.70042689341575,115017,10928_20100630,0.0153,0.0009
516.0,2010-06-30,76214,MICHIGAN,1092,45858,2011.0,45330,71.32966168371361,63550,1092_20100630,0.0196,0.0016
1998.0,2010-06-30,257951,MICHIGAN,10936,209156,7156.0,204222,93.7382954503727,217864,10936_20100630,0.02,0.0004
1606.0,2010-06-30,161908,MINNESOTA,10956,129695,4786.0,127377,98.25667054930305,129637,10956_20100630,0.0196,0.0008
360.0,2010-06-30,60536,MINNESOTA,10957,54403,1669.0,53575,102.10596531351248,52470,10957_20100630,0.0216,0.0019
3274.0,2010-06-30,507332,MINNESOTA,10958,393863,13264.0,388253,91.62247818894498,423753,10958_20100630,0.0197,0.0002
1473.0,2010-06-30,229383,MICHIGAN,1095,135131,5122.0,130872,65.84555937933949,198756,1095_20100630,0.0159,0.0005
311.0,2010-06-30,50877,MINNESOTA,10960,33241,1181.0,32744,83.99558782033193,38983,10960_20100630,0.0171,0.0025
1418.0,2010-06-30,228124,MINNESOTA,10962,139040,6011.0,136788,70.14517427579523,195007,10962_20100630,0.0201,0.0005
547.0,2010-06-30,95049,MINNESOTA,10965,60355,2320.0,59073,74.31968295904888,79485,10965_20100630,0.0187,0.0012
544.0,2010-06-30,87691,MINNESOTA,10967,63936,2505.0,63155,89.5828309621413,70499,10967_20100630,0.0224,0.0014
239.0,2010-06-30,33417,MINNESOTA,10969,21770,922.0,21218,74.32134225366913,28549,10969_20100630,0.0204,0.0034
731.0,2010-06-30,87646,MINNESOTA,10971,68089,2265.0,66992,88.71702510859201,75512,10971_20100630,0.0175,0.0013
3972.0,2010-06-30,664976,MINNESOTA,10973,544844,17023.0,531698,92.85517193203052,572610,10973_20100630,0.0196,0.0002
1097.0,2010-06-30,175947,MINNESOTA,10976,85894,3953.0,84885,61.46098818350324,138112,10976_20100630,0.0162,0.0007
613.0,2010-06-30,63831,MINNESOTA,10980,44462,1489.0,44024,83.56078580241055,52685,10980_20100630,0.0137,0.0019
133.0,2010-06-30,30689,MINNESOTA,10982,6649,364.0,6323,24.640505046568723,25661,10982_20100630,0.0075,0.0037
405.0,2010-06-30,86029,MINNESOTA,10984,59401,2266.0,58746,86.95124478257009,67562,10984_20100630,0.0216,0.0015
80.0,2010-06-30,20557,MINNESOTA,10986,12236,621.0,11946,65.23234860481625,18313,10986_20100630,0.0263,0.0053
544.0,2010-06-30,87569,MINNESOTA,10987,66641,2242.0,65448,91.77183240787481,71316,10987_20100630,0.0194,0.0014
7436.0,2010-06-30,1170403,MINNESOTA,10988,796879,45998.0,774328,88.63857762148587,873579,10988_20100630,0.0329,0.0001
613.0,2010-06-30,118560,MINNESOTA,10989,72648,2684.0,71309,72.13348574203143,98857,10989_20100630,0.0175,0.001
318.0,2010-06-30,57896,MINNESOTA,1098,41041,1477.0,40791,80.69436201780415,50550,1098_20100630,0.02,0.002
321.0,2010-06-30,43686,MINNESOTA,10991,29775,1094.0,29315,82.8903466606345,35366,10991_20100630,0.0177,0.0028
455.0,2010-06-30,48964,MINNESOTA,10993,39353,1368.0,38960,92.58995199391606,42078,10993_20100630,0.0186,0.0024
341.0,2010-06-30,181466,MINNESOTA,10998,52173,3057.0,51794,32.07833470621389,161461,10998_20100630,0.015,0.0006
417.0,2010-06-30,63694,MINNESOTA,1099,46173,1726.0,45661,86.99321749733272,52488,1099_20100630,0.0206,0.0019
1192.0,2010-06-30,109964,ARKANSAS,109,73462,3283.0,72294,73.38374866771558,98515,109_20100630,0.019,0.001
1753.0,2010-06-30,499290,MISSOURI,11000,408047,13648.0,399809,89.73622900852453,445538,11000_20100630,0.0238,0.0002
1078.0,2010-06-30,112782,MISSOURI,11002,83697,2757.0,82628,82.72313160134154,99885,11002_20100630,0.0149,0.001
397.0,2010-06-30,63054,MISSOURI,11003,37173,1499.0,35957,72.10580143180862,49867,11003_20100630,0.0175,0.0019
259.0,2010-06-30,27619,MISSOURI,11006,18069,654.0,17824,71.0827517447657,25075,11006_20100630,0.0143,0.0039
1210.0,2010-06-30,160607,MINNESOTA,1100,108139,3965.0,106431,82.60454503120053,128844,1100_20100630,0.0172,0.0008
344.0,2010-06-30,98863,MONTANA,11013,28730,2086.0,28150,35.98317802405696,78231,11013_20100630,0.0176,0.0013
229.0,2010-06-30,43579,NEBRASKA,11023,17234,845.0,16882,48.1929774479018,35030,11023_20100630,0.0141,0.0028
6210.0,2010-06-30,1474690,NEW JERSEY,11035,959256,31149.0,945400,71.87741153125344,1315295,11035_20100630,0.0169,0.0001
30533.0,2010-06-30,7203503,MONTANA,1105,4560068,159997.0,4445740,76.61641041637405,5802595,1105_20100630,0.018,0.0
70037.0,2010-06-30,18157194,NORTH CAROLINA,11063,11824478,353039.0,11678184,74.67948693353388,15637740,11063_20100630,0.0156,0.0
965.0,2010-06-30,116801,OHIO,11085,95714,3593.0,95062,89.17886994943572,106597,11085_20100630,0.0225,0.0009
17017.0,2010-06-30,2863340,ARKANSAS,110,2018727,74763.0,1978551,91.22257226730083,2168927,110_20100630,0.0202,0.0
7825.0,2010-06-30,1452536,PENNSYLVANIA,11106,1018056,35132.0,1003960,86.54611220926374,1160029,11106_20100630,0.0188,0.0001
3527.0,2010-06-30,587741,PENNSYLVANIA,11112,351937,14249.0,346165,67.7072840609701,511267,11112_20100630,0.0182,0.0002
1993.0,2010-06-30,371284,PENNSYLVANIA,11113,162574,9290.0,160400,53.830380604954144,297973,11113_20100630,0.0197,0.0003
1885.0,2010-06-30,362401,PENNSYLVANIA,11116,232845,8324.0,229549,71.51527046940765,320979,11116_20100630,0.0178,0.0003
18017.0,2010-06-30,4118207,PENNSYLVANIA,11124,3396729,90661.0,3342761,100.97743357004161,3310404,11124_20100630,0.0176,0.0
173.0,2010-06-30,42193,SOUTH DAKOTA,11133,32643,1081.0,32146,88.18478588867858,36453,11133_20100630,0.0215,0.0027
23.0,2010-06-30,11434,SOUTH DAKOTA,11136,2012,160.0,1950,20.597866272314356,9467,11136_20100630,0.012,0.0102
89.0,2010-06-30,37653,TEXAS,11140,11503,623.0,11387,33.701314076003314,33788,11140_20100630,0.0142,0.0029
141.0,2010-06-30,47195,TEXAS,11141,22797,1147.0,22749,53.797947311166816,42286,11141_20100630,0.0213,0.0024
81.0,2010-06-30,23311,TEXAS,11142,8526,627.0,8379,39.18533414394613,21383,11142_20100630,0.0234,0.0046
150.0,2010-06-30,36544,TEXAS,11144,27338,925.0,26973,80.77441379929925,33393,11144_20100630,0.0212,0.003
213.0,2010-06-30,43424,MONTANA,1114,28407,1282.0,28089,72.73174520973589,38620,1114_20100630,0.0246,0.0026
5217.0,2010-06-30,999403,TEXAS,11151,623180,24406.0,607639,75.89340134491063,800648,11151_20100630,0.0192,0.0001
1396.0,2010-06-30,327430,TEXAS,11159,259596,8536.0,255208,102.455317713937,249092,11159_20100630,0.0218,0.0004
782.0,2010-06-30,93016,SOUTH DAKOTA,1116,68985,2355.0,68363,93.32068363000982,73256,1116_20100630,0.0169,0.0014
62.0,2010-06-30,24426,TEXAS,11175,13376,622.0,13164,75.54662840746055,17425,11175_20100630,0.0229,0.0056
678.0,2010-06-30,157575,TEXAS,11178,106761,3830.0,105571,75.64722658125353,139557,11178_20100630,0.02,0.0007
1993.0,2010-06-30,266765,SOUTH DAKOTA,1117,207248,7024.0,204354,99.17208580025235,206060,1117_20100630,0.0189,0.0005
512.0,2010-06-30,90587,TEXAS,11181,52986,2400.0,52230,63.01730170603991,82882,11181_20100630,0.0208,0.0012
774.0,2010-06-30,89142,SOUTH DAKOTA,1118,66830,2381.0,66358,89.61363421518183,74049,1118_20100630,0.018,0.0013
2817.0,2010-06-30,333461,VIRGINIA,11200,247581,8035.0,244387,91.22798503841186,267886,11200_20100630,0.0156,0.0004
1073.0,2010-06-30,131881,WASHINGTON,11207,108369,3807.0,105570,90.01611541708235,117279,11207_20100630,0.0207,0.0008
414.0,2010-06-30,78816,WISCONSIN,11225,55154,1986.0,54047,81.77169226113928,66095,11225_20100630,0.0199,0.0015
1286.0,2010-06-30,220289,WISCONSIN,11228,163228,5742.0,160902,91.13833710003568,176547,11228_20100630,0.0202,0.0006
1584.0,2010-06-30,277980,SOUTH DAKOTA,1122,112264,7166.0,112126,47.7623765750262,234758,1122_20100630,0.0201,0.0004
451.0,2010-06-30,68077,WISCONSIN,11232,53069,1866.0,52288,93.0822088510699,56174,11232_20100630,0.0208,0.0018
221.0,2010-06-30,48220,WISCONSIN,11235,14442,994.0,14201,38.64848682778141,36744,11235_20100630,0.016,0.0027
3266.0,2010-06-30,526858,WISCONSIN,11236,485887,14704.0,477830,101.6376286609477,470131,11236_20100630,0.0217,0.0002
306.0,2010-06-30,40779,SOUTH DAKOTA,1123,28987,1183.0,28385,77.37283977539116,36686,1123_20100630,0.0215,0.0027
15638.0,2010-06-30,3025842,ARKANSAS,11241,2183772,69959.0,2140158,91.94923573914639,2327543,11241_20100630,0.018,0.0
412.0,2010-06-30,123794,ARKANSAS,11242,73214,2169.0,71944,76.24659537713153,94357,11242_20100630,0.0142,0.001
1042.0,2010-06-30,127754,ARKANSAS,11243,110704,4162.0,108847,103.37730670237721,105291,11243_20100630,0.0244,0.0009
544.0,2010-06-30,139309,ARKANSAS,11252,78316,3437.0,77585,80.16718502981018,96779,11252_20100630,0.0208,0.001
219.0,2010-06-30,32415,ARKANSAS,11254,14917,810.0,14655,50.219313275306696,29182,11254_20100630,0.0182,0.0034
1109.0,2010-06-30,103948,ARKANSAS,11256,67103,2166.0,64688,82.21239387931473,78684,11256_20100630,0.0102,0.0012
533.0,2010-06-30,66598,COLORADO,11259,52863,2277.0,51809,90.44709414989264,57281,11259_20100630,0.0262,0.0017
1089.0,2010-06-30,119997,SOUTH DAKOTA,1125,86932,3488.0,86024,81.70351796975913,105288,1125_20100630,0.02,0.0009
168.0,2010-06-30,20107,COLORADO,11261,14291,586.0,13637,76.29090909090908,17875,11261_20100630,0.0208,0.0053
257.0,2010-06-30,38595,COLORADO,11264,17724,914.0,17484,53.633547041320284,32599,11264_20100630,0.017,0.003
2455.0,2010-06-30,462837,FLORIDA,11286,312983,10951.0,307115,81.95087457138663,374755,11286_20100630,0.0184,0.0003
890.0,2010-06-30,137610,GEORGIA,11295,109615,3432.0,107986,87.99165600580169,122723,11295_20100630,0.0185,0.0008
223.0,2010-06-30,32132,GEORGIA,11297,17960,750.0,17844,60.74966806250638,29373,11297_20100630,0.0164,0.0034
1566.0,2010-06-30,183540,ILLINOIS,11299,145407,5961.0,143404,90.8338875692795,157875,11299_20100630,0.0239,0.0006
109.0,2010-06-30,17192,ILLINOIS,11300,11808,418.0,11691,74.9807593637763,15592,11300_20100630,0.018,0.0063
5912.0,2010-06-30,721957,ILLINOIS,11301,514560,17008.0,505182,81.03865354259975,623384,11301_20100630,0.0154,0.0002
145.0,2010-06-30,26037,ILLINOIS,11302,9918,650.0,9831,45.898501330594335,21419,11302_20100630,0.0194,0.0046
517.0,2010-06-30,214338,ILLINOIS,11306,122811,4287.0,121581,62.83125930213329,193504,11306_20100630,0.0176,0.0005
1336.0,2010-06-30,229276,ILLINOIS,11307,168674,5409.0,166073,80.94764599509652,205161,11307_20100630,0.0178,0.0005
1282.0,2010-06-30,245190,ILLINOIS,11310,123784,5198.0,122758,54.40773669701186,225626,11310_20100630,0.016,0.0004
74.0,2010-06-30,23083,ILLINOIS,11311,10401,493.0,10317,53.87467362924282,19150,11311_20100630,0.0182,0.0052
146.0,2010-06-30,19640,ILLINOIS,11317,12709,571.0,12444,74.434740997727,16718,11317_20100630,0.0216,0.0059
245.0,2010-06-30,39939,ILLINOIS,11319,20818,900.0,20564,66.5135685868616,30917,11319_20100630,0.0164,0.0032
309.0,2010-06-30,56950,ILLINOIS,11324,30921,1170.0,30666,60.469702048784335,50713,11324_20100630,0.0151,0.002
382.0,2010-06-30,39551,ILLINOIS,11329,25620,1138.0,25062,73.824673029339,33948,11329_20100630,0.0191,0.0029
212.0,2010-06-30,33055,IOWA,11343,24619,830.0,24444,96.005655708731,25461,11343_20100630,0.0187,0.0039
1049.0,2010-06-30,169859,IOWA,11347,116115,4399.0,115262,85.31037902730388,135109,11347_20100630,0.0197,0.0007
718.0,2010-06-30,123712,IOWA,11348,82530,3507.0,80927,77.82115760017693,103991,11348_20100630,0.0225,0.0009
414.0,2010-06-30,94856,IOWA,11349,68096,2670.0,66968,83.13945548672237,80549,11349_20100630,0.0238,0.0012
123.0,2010-06-30,27737,IOWA,11351,5665,470.0,5583,21.854693494089094,25546,11351_20100630,0.0125,0.0039
385.0,2010-06-30,54603,IOWA,11352,38951,1199.0,38544,83.22501241552048,46313,11352_20100630,0.0149,0.0021
1143.0,2010-06-30,150183,IOWA,11354,97422,3584.0,96085,77.06590524466831,124679,11354_20100630,0.0163,0.0008
566.0,2010-06-30,80588,KENTUCKY,11355,52298,2207.0,51453,78.20080248039395,65796,11355_20100630,0.0204,0.0015
805.0,2010-06-30,165331,KENTUCKY,11358,126387,4414.0,122484,94.0845719552944,130185,11358_20100630,0.0218,0.0007
591.0,2010-06-30,106922,WISCONSIN,1135,63880,2793.0,62304,66.7437974032652,93348,1135_20100630,0.0206,0.001
306.0,2010-06-30,53347,KENTUCKY,11361,25789,1017.0,25622,62.37705716233324,41076,11361_20100630,0.0133,0.0024
793.0,2010-06-30,135452,MICHIGAN,11401,106258,3513.0,104794,93.09312510549086,112569,11401_20100630,0.0201,0.0009
150.0,2010-06-30,34943,MICHIGAN,11404,15547,715.0,15331,49.996738846856246,30664,11404_20100630,0.0162,0.0032
4891.0,2010-06-30,867680,MICHIGAN,11405,624828,19382.0,624628,87.41679961933552,714540,11405_20100630,0.0167,0.0001
2226.0,2010-06-30,313924,MICHIGAN,11406,229838,7783.0,219228,75.71988602020551,289525,11406_20100630,0.0177,0.0003
1112.0,2010-06-30,231423,MICHIGAN,11407,143163,4927.0,140103,72.28883958516073,193810,11407_20100630,0.0165,0.0005
455.0,2010-06-30,83095,MINNESOTA,11409,53240,2156.0,52481,69.52415017354211,75486,11409_20100630,0.0205,0.0013
306.0,2010-06-30,46289,MINNESOTA,11411,37597,1348.0,37172,96.61589644955035,38474,11411_20100630,0.0225,0.0026
449.0,2010-06-30,70612,MINNESOTA,11415,51444,1800.0,50674,82.64939979123173,61312,11415_20100630,0.0191,0.0016
107.0,2010-06-30,21064,MINNESOTA,11417,15017,507.0,14728,84.87782388197326,17352,11417_20100630,0.019,0.0057
281.0,2010-06-30,94924,COLORADO,1141,51276,2326.0,49341,57.30994831291015,86095,1141_20100630,0.0215,0.0011
743.0,2010-06-30,185074,MISSISSIPPI,11423,120767,4196.0,119372,73.5411532774766,162320,11423_20100630,0.0187,0.0006
1278.0,2010-06-30,209987,MISSISSIPPI,11431,145502,5218.0,143565,79.92217378960201,179631,11431_20100630,0.0188,0.0005
382.0,2010-06-30,65910,MISSISSIPPI,11432,33990,1607.0,33646,57.888579195485356,58122,11432_20100630,0.0186,0.0017
3486.0,2010-06-30,479259,MISSISSIPPI,11438,322823,10649.0,316284,78.51394357036824,402838,11438_20100630,0.0149,0.0002
2477.0,2010-06-30,551381,KANSAS,1143,298553,11152.0,294116,84.98497457235321,346080,1143_20100630,0.0157,0.0003
3978.0,2010-06-30,644882,MISSISSIPPI,11444,494505,15991.0,487556,85.56691441658842,569795,11444_20100630,0.0186,0.0002
357.0,2010-06-30,107401,MISSISSIPPI,11445,53780,1771.0,53376,56.5519579589761,94384,11445_20100630,0.0132,0.0011
444.0,2010-06-30,82492,MISSISSIPPI,11446,48014,2000.0,47353,65.573157559476,72214,11446_20100630,0.0189,0.0014
1019.0,2010-06-30,238680,MISSISSIPPI,11448,142196,5899.0,139824,71.49928410717938,195560,11448_20100630,0.0204,0.0005
589.0,2010-06-30,120693,MISSOURI,11457,65944,2703.0,65046,61.32481049892522,106068,11457_20100630,0.0175,0.0009
1422.0,2010-06-30,211823,MISSOURI,11459,167271,5511.0,165146,85.61179050393726,192901,11459_20100630,0.0193,0.0005
581.0,2010-06-30,84504,MISSOURI,11462,49176,2189.0,48481,68.20048954787158,71086,11462_20100630,0.019,0.0014
619.0,2010-06-30,93062,MISSOURI,11463,68506,2281.0,67449,88.35689115370005,76337,11463_20100630,0.0179,0.0013
443.0,2010-06-30,51222,MISSOURI,11465,36216,1496.0,35235,76.60948405192094,45993,11465_20100630,0.0206,0.0021
360.0,2010-06-30,60212,MISSOURI,11466,43171,1705.0,42565,79.4894300440726,53548,11466_20100630,0.0223,0.0018
254.0,2010-06-30,28971,NEBRASKA,11469,20731,792.0,20119,78.72515260604163,25556,11469_20100630,0.0186,0.0038
565.0,2010-06-30,63149,NEBRASKA,11475,36961,1475.0,36501,77.51985728241941,47086,11475_20100630,0.0144,0.0021
508.0,2010-06-30,85641,NEBRASKA,11477,51818,1991.0,51282,78.95612009237875,64950,11477_20100630,0.0173,0.0015
59.0,2010-06-30,13553,NEBRASKA,11479,9511,313.0,9311,88.82846784964701,10482,11479_20100630,0.0187,0.0093
1109.0,2010-06-30,314775,KANSAS,1147,184351,8584.0,180000,68.1877587820151,263977,1147_20100630,0.0237,0.0004
523.0,2010-06-30,112787,NEBRASKA,11482,71828,2630.0,70783,76.35377114256127,92704,11482_20100630,0.0187,0.0011
95.0,2010-06-30,15806,NEBRASKA,11483,13854,508.0,13706,102.47476635514019,13375,11483_20100630,0.0261,0.0074
1175.0,2010-06-30,260862,NEW MEXICO,11491,138718,5833.0,137265,63.2750053011515,216934,11491_20100630,0.0179,0.0005
2051.0,2010-06-30,324781,NEW MEXICO,11492,247759,10131.0,244269,91.34693053311793,267408,11492_20100630,0.0249,0.0004
201.0,2010-06-30,102920,KANSAS,1149,67550,771.0,67499,86.85006240430268,77719,1149_20100630,0.0055,0.0013
766.0,2010-06-30,350188,NEW YORK,11501,254798,7379.0,251744,79.23978356872385,317699,11501_20100630,0.0189,0.0003
7695.0,2010-06-30,943865,NORTH CAROLINA,11506,710626,23501.0,693336,93.89821923614996,738391,11506_20100630,0.0167,0.0001
5350.0,2010-06-30,1372190,NORTH CAROLINA,11507,849478,27894.0,834519,70.39514862359319,1185478,11507_20100630,0.0164,0.0001
349.0,2010-06-30,99173,KANSAS,1150,57853,2431.0,57414,76.10854090167955,75437,1150_20100630,0.021,0.0013
390.0,2010-06-30,59320,NORTH DAKOTA,11518,37812,1401.0,37268,68.7893386492423,54177,11518_20100630,0.017,0.0018
731.0,2010-06-30,125126,NORTH DAKOTA,11519,107224,3528.0,105623,101.62604754986387,103933,11519_20100630,0.0224,0.0009
552.0,2010-06-30,96085,OKLAHOMA,11521,72192,2746.0,71414,97.42701227830833,73300,11521_20100630,0.0228,0.0013
936.0,2010-06-30,202437,OKLAHOMA,11522,110422,4971.0,109420,59.690256555727096,183313,11522_20100630,0.0199,0.0005
1133.0,2010-06-30,229155,OKLAHOMA,11526,180386,5758.0,178030,95.59889596511765,186226,11526_20100630,0.0202,0.0005
295.0,2010-06-30,38053,OKLAHOMA,11527,24668,977.0,24086,69.38810785895367,34712,11527_20100630,0.0179,0.0028
3246.0,2010-06-30,440674,SOUTH CAROLINA,11539,309699,11144.0,302408,84.27377104001783,358840,11539_20100630,0.0179,0.0003
428.0,2010-06-30,58383,TEXAS,11550,42147,1619.0,41477,80.11937646081631,51769,11550_20100630,0.0204,0.0019
284.0,2010-06-30,78132,TEXAS,11552,17227,1346.0,17004,25.103712999188012,67735,11552_20100630,0.0136,0.0015
547.0,2010-06-30,189892,TEXAS,11557,79459,4488.0,78197,48.4164969134847,161509,11557_20100630,0.0208,0.0006
1725.0,2010-06-30,399596,TEXAS,11559,143775,9035.0,142913,42.02866158682731,340037,11559_20100630,0.0183,0.0003
152.0,2010-06-30,26121,TEXAS,11561,8807,568.0,8535,38.46673877771769,22188,11561_20100630,0.0159,0.0044
2624.0,2010-06-30,499949,TEXAS,11569,360857,12864.0,357404,81.21784500154526,440056,11569_20100630,0.0205,0.0002
121.0,2010-06-30,19725,TEXAS,11570,6095,292.0,5698,36.90414507772021,15440,11570_20100630,0.0087,0.0061
9996.0,2010-06-30,2151158,VIRGINIA,11578,1329001,55847.0,1315277,77.44262356856999,1698389,11578_20100630,0.0213,0.0001
2815.0,2010-06-30,518780,VIRGINIA,11580,312011,13798.0,306566,68.71381533971834,446149,11580_20100630,0.0212,0.0002
1484.0,2010-06-30,176086,VIRGINIA,11582,134149,4398.0,132576,85.77972747389262,154554,11582_20100630,0.0165,0.0006
153.0,2010-06-30,76192,VIRGINIA,11583,48271,2034.0,48142,70.39539100426975,68388,11583_20100630,0.0247,0.0015
9339.0,2010-06-30,1097908,VIRGINIA,11584,844120,27054.0,824074,95.10353120939132,866502,11584_20100630,0.0161,0.0001
1945.0,2010-06-30,242466,WISCONSIN,11595,184938,6111.0,179578,90.6035256960071,198202,11595_20100630,0.0172,0.0005
1230.0,2010-06-30,142734,WISCONSIN,11601,98810,3301.0,97628,76.57338269435904,127496,11601_20100630,0.0145,0.0008
428.0,2010-06-30,85362,WISCONSIN,11603,58961,1963.0,57724,77.16699641730389,74804,11603_20100630,0.018,0.0013
497.0,2010-06-30,83090,WISCONSIN,11607,55355,1958.0,54333,72.96252031101025,74467,11607_20100630,0.0176,0.0013
1646.0,2010-06-30,218845,WISCONSIN,11608,192119,5717.0,188028,100.54166778065931,187015,11608_20100630,0.0186,0.0005
